transaction_id,action,recovered,recovered_amount,recovery_time,action_cost
71986,payment_link,1,1314.13,34.2,12.0
70998,human_escalation,1,2912.62,403.0,250.0
92773,retry,0,0.0,,8.0
32623,payment_link,1,2819.94,245.4,12.0
43736,retry,1,1163.27,148.8,8.0
50781,payment_link,1,6624.18,108.9,12.0
8456,whatsapp,0,0.0,,18.0
59706,payment_link,1,1578.5,311.3,12.0
5774,human_escalation,1,4614.35,83.4,250.0
55364,retry,0,0.0,,8.0
69589,retry,1,2746.54,110.3,8.0
98361,payment_link,1,4761.76,37.5,12.0
29006,payment_link,1,833.0,100.1,12.0
68298,whatsapp,0,0.0,,18.0
4372,retry,0,0.0,,8.0
31984,human_escalation,0,0.0,,250.0
1059,payment_link,1,3192.24,60.0,12.0
81467,retry,1,1309.28,54.7,8.0
98086,whatsapp,1,3825.01,118.2,18.0
10175,email,0,0.0,,5.0
22557,whatsapp,1,1624.49,99.9,18.0
62322,payment_link,1,1141.2,60.9,12.0
56769,voice_call,0,0.0,,90.0
26368,retry,0,0.0,,8.0
20517,payment_link,1,2106.13,533.0,12.0
2827,payment_link,1,4257.77,37.3,12.0
56260,voice_call,1,2339.84,167.7,90.0
56817,whatsapp,1,2178.05,94.9,18.0
77409,human_escalation,1,758.44,180.2,250.0
59612,retry,1,2537.05,366.4,8.0
13748,human_escalation,1,1848.85,198.4,250.0
54327,email,1,2822.76,189.4,5.0
60611,payment_link,1,753.51,105.6,12.0
26585,retry,1,3971.69,200.7,8.0
13916,retry,0,0.0,,8.0
83881,email,1,5415.7,118.9,5.0
57755,retry,0,0.0,,8.0
94174,retry,0,0.0,,8.0
89800,payment_link,1,1641.66,423.5,12.0
17463,retry,0,0.0,,8.0
36637,retry,1,1889.66,108.7,8.0
41585,whatsapp,0,0.0,,18.0
77294,voice_call,1,1169.21,202.1,90.0
44906,payment_link,1,830.84,42.0,12.0
98692,whatsapp,1,940.97,308.4,18.0
60498,retry,1,1605.77,334.4,8.0
27355,retry,0,0.0,,8.0
15851,whatsapp,1,1519.19,179.6,18.0
74232,whatsapp,1,552.29,112.2,18.0
75098,payment_link,1,3571.09,168.5,12.0
43338,retry,1,4304.88,23.8,8.0
78112,payment_link,1,978.43,643.0,12.0
42008,retry,1,1499.52,58.8,8.0
28819,payment_link,1,10159.06,280.4,12.0
27436,retry,0,0.0,,8.0
1303,retry,0,0.0,,8.0
96230,email,0,0.0,,5.0
1752,payment_link,1,2179.59,520.6,12.0
5800,voice_call,0,0.0,,90.0
29031,whatsapp,1,5607.7,45.1,18.0
63194,payment_link,0,0.0,,12.0
21835,retry,1,3360.46,63.1,8.0
12984,payment_link,1,5540.27,89.9,12.0
41611,human_escalation,0,0.0,,250.0
5976,retry,1,4743.22,71.6,8.0
79437,payment_link,1,878.94,161.6,12.0
32980,payment_link,1,616.7,121.9,12.0
85771,retry,1,984.26,176.1,8.0
37065,retry,1,2269.72,58.1,8.0
84806,whatsapp,0,0.0,,18.0
7812,retry,0,0.0,,8.0
10033,payment_link,1,1385.67,59.4,12.0
66272,retry,1,423.97,55.6,8.0
20824,whatsapp,1,1243.97,345.1,18.0
53012,whatsapp,1,1344.92,56.5,18.0
46761,retry,1,3529.78,459.7,8.0
68572,whatsapp,0,0.0,,18.0
37844,retry,1,933.5,422.6,8.0
15364,email,1,1959.84,192.9,5.0
56338,email,1,924.01,148.2,5.0
57485,voice_call,1,984.32,109.0,90.0
87622,email,1,893.05,184.4,5.0
60105,email,0,0.0,,5.0
45046,payment_link,1,3446.89,49.3,12.0
4669,whatsapp,0,0.0,,18.0
61458,human_escalation,1,2170.8,71.8,250.0
93016,payment_link,1,974.46,192.5,12.0
29945,retry,0,0.0,,8.0
20362,retry,0,0.0,,8.0
29012,retry,1,5847.25,229.8,8.0
1904,retry,0,0.0,,8.0
75189,human_escalation,0,0.0,,250.0
39186,email,0,0.0,,5.0
50862,payment_link,1,566.17,49.8,12.0
97882,retry,1,2286.99,302.5,8.0
68925,payment_link,0,0.0,,12.0
42586,whatsapp,1,2837.6,76.3,18.0
52521,human_escalation,1,2926.11,54.8,250.0
96362,retry,1,1352.3,87.5,8.0
2095,whatsapp,1,1719.5,93.9,18.0
58219,whatsapp,1,2703.03,127.1,18.0
25888,retry,1,592.96,112.7,8.0
87386,email,1,4168.91,447.4,5.0
18207,whatsapp,1,5589.25,50.5,18.0
82,voice_call,0,0.0,,90.0
62027,retry,0,0.0,,8.0
48825,whatsapp,1,4376.65,77.8,18.0
47682,human_escalation,1,830.35,867.0,250.0
45356,human_escalation,0,0.0,,250.0
14326,human_escalation,1,2873.8,160.1,250.0
67764,retry,0,0.0,,8.0
81356,whatsapp,1,1330.52,179.0,18.0
62812,voice_call,0,0.0,,90.0
1279,whatsapp,1,1094.71,42.5,18.0
95367,whatsapp,1,639.34,42.0,18.0
28986,retry,1,2287.7,117.7,8.0
45309,retry,1,1245.36,165.8,8.0
92213,human_escalation,1,2130.04,308.7,250.0
85729,whatsapp,1,2492.18,116.0,18.0
98715,retry,1,3526.75,345.3,8.0
30671,retry,0,0.0,,8.0
62545,voice_call,1,1278.09,26.7,90.0
92887,payment_link,1,1559.71,115.8,12.0
28075,payment_link,0,0.0,,12.0
42603,whatsapp,0,0.0,,18.0
46766,voice_call,1,3340.48,120.5,90.0
36737,whatsapp,0,0.0,,18.0
23337,voice_call,1,2196.56,44.5,90.0
75863,whatsapp,0,0.0,,18.0
4373,whatsapp,1,3688.15,65.4,18.0
71368,payment_link,1,4641.4,64.7,12.0
87670,retry,0,0.0,,8.0
59727,whatsapp,1,1903.98,204.4,18.0
57453,retry,0,0.0,,8.0
96609,voice_call,1,4298.51,137.2,90.0
54930,voice_call,0,0.0,,90.0
35418,retry,1,5826.48,45.7,8.0
73459,human_escalation,1,2593.94,394.4,250.0
19344,payment_link,1,3534.91,127.3,12.0
22948,retry,1,1263.7,59.9,8.0
21276,email,1,944.65,170.1,5.0
32623,email,1,2819.94,616.6,5.0
35833,payment_link,1,407.26,38.4,12.0
24420,email,0,0.0,,5.0
73517,payment_link,0,0.0,,12.0
74291,email,1,2076.52,121.8,5.0
61816,email,0,0.0,,5.0
12202,payment_link,1,1567.9,246.5,12.0
45567,payment_link,1,1241.42,59.2,12.0
14257,email,0,0.0,,5.0
44302,payment_link,0,0.0,,12.0
82590,retry,0,0.0,,8.0
32963,voice_call,1,2497.16,335.5,90.0
17473,email,1,2766.83,185.0,5.0
42896,retry,1,2427.36,105.1,8.0
73578,email,1,632.13,225.6,5.0
87124,voice_call,1,1478.87,77.3,90.0
58808,retry,1,1290.44,291.4,8.0
56818,retry,1,3704.23,58.5,8.0
85837,email,0,0.0,,5.0
96493,whatsapp,1,1441.46,94.8,18.0
27828,email,1,3066.1,104.7,5.0
93693,retry,0,0.0,,8.0
15687,human_escalation,1,1224.75,267.4,250.0
22665,voice_call,0,0.0,,90.0
58606,retry,1,4313.14,629.6,8.0
48285,email,1,2420.64,87.2,5.0
57538,payment_link,1,2821.3,112.8,12.0
36629,retry,1,2419.62,198.0,8.0
85849,whatsapp,1,567.33,23.7,18.0
86543,retry,0,0.0,,8.0
60029,human_escalation,1,372.31,96.1,250.0
4981,whatsapp,0,0.0,,18.0
35280,whatsapp,1,2978.29,99.3,18.0
52099,email,1,1440.05,703.6,5.0
64616,payment_link,0,0.0,,12.0
71832,human_escalation,1,1566.94,26.2,250.0
14033,retry,0,0.0,,8.0
83752,email,1,885.7,81.2,5.0
74670,payment_link,0,0.0,,12.0
65830,email,0,0.0,,5.0
6518,retry,1,1705.45,121.3,8.0
41023,payment_link,1,1500.71,184.4,12.0
55165,retry,0,0.0,,8.0
98635,email,0,0.0,,5.0
83958,retry,0,0.0,,8.0
59883,retry,0,0.0,,8.0
4927,payment_link,0,0.0,,12.0
86940,email,0,0.0,,5.0
39230,payment_link,1,1937.3,178.7,12.0
5303,payment_link,0,0.0,,12.0
29907,email,1,1489.22,98.2,5.0
94115,retry,0,0.0,,8.0
95928,retry,1,821.38,155.1,8.0
4498,payment_link,1,2859.49,118.1,12.0
9597,payment_link,1,1964.56,102.1,12.0
57309,retry,0,0.0,,8.0
28636,retry,0,0.0,,8.0
34457,voice_call,1,1480.64,88.9,90.0
53777,human_escalation,1,1484.78,73.1,250.0
42803,email,0,0.0,,5.0
23071,whatsapp,1,2157.95,15.0,18.0
10330,retry,0,0.0,,8.0
78104,whatsapp,1,1454.36,411.7,18.0
44672,voice_call,0,0.0,,90.0
16801,whatsapp,0,0.0,,18.0
73082,human_escalation,0,0.0,,250.0
44275,voice_call,0,0.0,,90.0
7345,retry,0,0.0,,8.0
67524,payment_link,1,2095.17,99.5,12.0
13498,retry,1,3100.97,65.3,8.0
94567,whatsapp,0,0.0,,18.0
44713,retry,1,4076.15,27.5,8.0
12803,payment_link,1,4519.76,136.5,12.0
41142,voice_call,0,0.0,,90.0
92182,email,0,0.0,,5.0
19897,retry,1,645.91,37.6,8.0
21376,voice_call,0,0.0,,90.0
7190,retry,1,1240.12,184.1,8.0
69258,human_escalation,1,10224.88,202.1,250.0
32958,payment_link,0,0.0,,12.0
87158,whatsapp,1,2632.24,255.8,18.0
79605,whatsapp,0,0.0,,18.0
10722,whatsapp,1,1069.58,135.6,18.0
65872,payment_link,0,0.0,,12.0
13881,whatsapp,1,194.95,189.9,18.0
85900,payment_link,1,2421.57,180.1,12.0
8378,whatsapp,0,0.0,,18.0
26748,payment_link,1,1734.05,184.0,12.0
66007,voice_call,0,0.0,,90.0
45529,retry,1,3523.03,134.2,8.0
36670,retry,0,0.0,,8.0
55478,retry,1,7433.78,203.5,8.0
3783,payment_link,1,1776.28,91.4,12.0
78744,payment_link,1,1815.45,66.3,12.0
18602,email,1,3119.72,449.0,5.0
21589,email,0,0.0,,5.0
82213,whatsapp,1,2044.58,43.0,18.0
52977,retry,1,3394.33,104.1,8.0
98545,email,0,0.0,,5.0
46350,retry,1,1524.43,44.8,8.0
87862,retry,1,411.95,126.5,8.0
4111,payment_link,0,0.0,,12.0
4698,retry,0,0.0,,8.0
28145,voice_call,0,0.0,,90.0
94089,retry,1,3594.42,306.7,8.0
37267,email,1,2330.49,363.8,5.0
13696,whatsapp,1,1829.11,407.6,18.0
88728,whatsapp,0,0.0,,18.0
61563,retry,1,591.46,248.3,8.0
89689,whatsapp,0,0.0,,18.0
11065,email,0,0.0,,5.0
19303,whatsapp,1,5352.99,162.1,18.0
51389,email,0,0.0,,5.0
57596,retry,1,384.24,202.7,8.0
76127,voice_call,1,1064.36,98.3,90.0
33277,retry,1,1011.82,620.5,8.0
27030,email,0,0.0,,5.0
36938,retry,1,3166.58,21.9,8.0
39889,human_escalation,1,3647.83,81.3,250.0
13557,retry,1,1788.62,70.8,8.0
9602,payment_link,1,947.58,68.5,12.0
60810,retry,1,722.96,103.8,8.0
73065,retry,1,741.86,140.7,8.0
8232,payment_link,1,7989.2,47.8,12.0
87800,email,0,0.0,,5.0
97558,whatsapp,0,0.0,,18.0
4648,retry,1,1499.18,164.1,8.0
15693,whatsapp,1,2600.4,387.4,18.0
18458,payment_link,1,1462.38,383.6,12.0
45699,retry,0,0.0,,8.0
36038,whatsapp,1,259.69,197.6,18.0
93805,retry,0,0.0,,8.0
98768,email,0,0.0,,5.0
70127,retry,1,1881.47,179.1,8.0
16946,payment_link,1,1458.28,24.5,12.0
83605,whatsapp,0,0.0,,18.0
48827,whatsapp,0,0.0,,18.0
27600,retry,0,0.0,,8.0
58958,retry,1,2710.39,20.2,8.0
59553,whatsapp,1,2103.38,99.9,18.0
192,payment_link,1,817.58,213.9,12.0
29392,payment_link,1,814.48,213.4,12.0
23904,payment_link,1,2698.37,35.1,12.0
92756,whatsapp,0,0.0,,18.0
52946,whatsapp,1,929.11,70.7,18.0
84000,payment_link,1,2432.75,80.3,12.0
45999,whatsapp,1,836.52,87.9,18.0
23336,retry,1,2166.63,113.0,8.0
52637,voice_call,1,513.03,71.7,90.0
90760,whatsapp,1,2095.6,154.4,18.0
39275,payment_link,1,6287.87,109.7,12.0
75247,payment_link,0,0.0,,12.0
93356,whatsapp,1,2941.11,68.9,18.0
42993,payment_link,1,391.5,1006.2,12.0
16745,retry,1,1195.73,33.2,8.0
7274,email,1,1352.99,215.4,5.0
69921,retry,0,0.0,,8.0
41699,retry,1,1136.81,202.2,8.0
1552,retry,0,0.0,,8.0
34842,payment_link,1,871.37,106.9,12.0
58361,retry,1,2915.7,187.8,8.0
5059,email,1,1946.14,46.5,5.0
61532,email,0,0.0,,5.0
1930,payment_link,0,0.0,,12.0
61179,human_escalation,1,2099.37,81.1,250.0
35950,human_escalation,1,2322.39,43.8,250.0
95343,retry,0,0.0,,8.0
70024,email,1,6888.65,199.1,5.0
86640,whatsapp,0,0.0,,18.0
18257,whatsapp,1,2541.14,283.3,18.0
6931,retry,1,8006.01,417.4,8.0
95228,email,1,879.03,238.8,5.0
6943,retry,1,2612.33,435.5,8.0
4791,voice_call,0,0.0,,90.0
77679,retry,0,0.0,,8.0
12130,payment_link,1,1153.75,238.0,12.0
8236,retry,1,324.11,121.3,8.0
32272,email,1,2849.9,40.4,5.0
3546,retry,1,815.82,59.3,8.0
8787,retry,1,1778.19,90.8,8.0
49824,payment_link,0,0.0,,12.0
27793,payment_link,0,0.0,,12.0
49156,whatsapp,1,3247.86,291.5,18.0
992,payment_link,0,0.0,,12.0
47943,payment_link,0,0.0,,12.0
64516,retry,0,0.0,,8.0
54706,payment_link,1,1785.26,384.6,12.0
99415,voice_call,0,0.0,,90.0
90564,payment_link,1,2680.71,218.0,12.0
35944,retry,1,4419.85,209.6,8.0
20757,human_escalation,1,1504.85,231.4,250.0
33845,email,0,0.0,,5.0
13158,whatsapp,0,0.0,,18.0
29656,whatsapp,1,3145.64,119.9,18.0
30707,payment_link,1,3622.46,431.6,12.0
12717,human_escalation,1,4671.19,72.4,250.0
16394,whatsapp,0,0.0,,18.0
96660,whatsapp,1,2587.18,135.1,18.0
47889,retry,0,0.0,,8.0
13385,email,1,3241.86,295.7,5.0
48771,email,1,2515.19,52.1,5.0
93124,voice_call,0,0.0,,90.0
92172,email,0,0.0,,5.0
98774,voice_call,1,1595.66,129.6,90.0
93969,email,1,2068.33,75.5,5.0
39426,payment_link,1,1519.18,65.4,12.0
61627,payment_link,1,1272.95,70.0,12.0
22501,email,1,2320.63,55.4,5.0
74999,human_escalation,1,2489.26,194.4,250.0
21577,email,0,0.0,,5.0
16887,email,0,0.0,,5.0
73697,retry,1,2617.35,319.9,8.0
55503,payment_link,1,964.89,230.5,12.0
43194,email,1,8643.49,406.1,5.0
55809,retry,1,2428.95,195.4,8.0
35417,whatsapp,0,0.0,,18.0
51239,payment_link,1,3004.67,217.1,12.0
41355,retry,0,0.0,,8.0
25358,retry,1,1941.32,18.1,8.0
46495,retry,1,369.64,136.6,8.0
18097,whatsapp,1,1723.16,106.9,18.0
92089,voice_call,1,853.76,210.5,90.0
43397,payment_link,0,0.0,,12.0
78480,email,1,1761.34,159.1,5.0
34282,payment_link,1,5569.81,202.8,12.0
40583,retry,0,0.0,,8.0
67655,retry,1,1281.39,206.3,8.0
58000,retry,1,5397.59,705.5,8.0
55184,retry,0,0.0,,8.0
2503,whatsapp,1,6942.07,288.0,18.0
20308,whatsapp,1,1722.75,94.7,18.0
68588,human_escalation,1,6660.82,49.4,250.0
19442,retry,1,992.84,270.5,8.0
15959,email,1,557.4,35.6,5.0
32142,email,0,0.0,,5.0
35249,retry,1,3147.69,131.7,8.0
44211,payment_link,1,1684.67,190.1,12.0
71862,whatsapp,1,800.07,92.2,18.0
26371,whatsapp,1,2482.68,649.0,18.0
25330,payment_link,0,0.0,,12.0
30076,voice_call,1,763.33,176.7,90.0
27458,email,1,1037.66,87.2,5.0
54437,human_escalation,1,1158.05,237.5,250.0
54673,email,1,2473.09,147.0,5.0
89485,retry,0,0.0,,8.0
39551,retry,1,755.96,38.9,8.0
49853,email,1,1900.2,246.6,5.0
29258,payment_link,1,2236.31,86.1,12.0
70728,payment_link,0,0.0,,12.0
47803,voice_call,1,355.47,45.1,90.0
15351,payment_link,1,5818.58,214.2,12.0
88033,retry,0,0.0,,8.0
24520,payment_link,1,5777.83,489.7,12.0
89914,email,1,931.63,76.4,5.0
34340,retry,1,2093.0,164.6,8.0
22212,human_escalation,0,0.0,,250.0
15577,human_escalation,1,2302.87,55.5,250.0
28763,human_escalation,1,2815.6,305.0,250.0
29758,voice_call,1,7828.35,191.6,90.0
86608,payment_link,1,3213.24,590.7,12.0
25246,whatsapp,0,0.0,,18.0
5129,whatsapp,1,1790.55,120.4,18.0
38234,retry,0,0.0,,8.0
30918,payment_link,0,0.0,,12.0
36953,payment_link,1,3528.2,77.2,12.0
88845,email,0,0.0,,5.0
1669,payment_link,1,908.79,63.2,12.0
87924,whatsapp,1,1061.8,109.3,18.0
67073,payment_link,1,3323.04,58.4,12.0
31213,human_escalation,1,4629.18,88.4,250.0
17257,voice_call,0,0.0,,90.0
38683,retry,1,938.07,144.5,8.0
25817,whatsapp,1,1316.27,282.0,18.0
67933,whatsapp,1,1164.46,52.1,18.0
98978,payment_link,0,0.0,,12.0
21866,voice_call,1,1330.72,62.7,90.0
36789,voice_call,1,610.05,269.0,90.0
38230,retry,0,0.0,,8.0
92685,voice_call,0,0.0,,90.0
11439,human_escalation,1,668.04,146.3,250.0
60042,retry,0,0.0,,8.0
48497,retry,1,3632.85,189.8,8.0
67376,email,0,0.0,,5.0
3483,retry,1,437.46,333.1,8.0
69569,human_escalation,1,654.59,97.7,250.0
78669,whatsapp,0,0.0,,18.0
47045,retry,1,2051.8,29.9,8.0
14098,voice_call,0,0.0,,90.0
49392,retry,0,0.0,,8.0
64706,retry,1,2090.81,80.8,8.0
5392,human_escalation,0,0.0,,250.0
65243,retry,1,2510.59,95.4,8.0
69256,retry,0,0.0,,8.0
41277,voice_call,1,513.56,57.6,90.0
31658,whatsapp,1,1447.12,97.7,18.0
85087,payment_link,1,5110.94,46.5,12.0
27438,human_escalation,1,1310.17,67.5,250.0
7678,email,0,0.0,,5.0
93848,whatsapp,0,0.0,,18.0
85305,email,1,3026.13,56.8,5.0
21767,email,0,0.0,,5.0
48863,voice_call,1,3319.48,250.5,90.0
90422,retry,0,0.0,,8.0
93989,whatsapp,1,443.57,19.7,18.0
10502,retry,0,0.0,,8.0
45031,voice_call,0,0.0,,90.0
35829,retry,0,0.0,,8.0
49758,voice_call,1,3442.91,140.3,90.0
17377,human_escalation,1,1706.49,106.4,250.0
70208,human_escalation,1,2818.81,34.6,250.0
45556,email,1,1576.18,41.4,5.0
74007,whatsapp,0,0.0,,18.0
69598,email,0,0.0,,5.0
71187,retry,1,403.64,205.6,8.0
91824,whatsapp,1,3022.51,55.1,18.0
2902,email,1,7909.5,38.9,5.0
13586,retry,0,0.0,,8.0
55915,human_escalation,0,0.0,,250.0
16287,whatsapp,1,1509.59,351.7,18.0
76039,voice_call,0,0.0,,90.0
83372,whatsapp,0,0.0,,18.0
96637,voice_call,1,4408.43,46.5,90.0
37547,human_escalation,1,1559.37,105.0,250.0
94825,voice_call,1,1348.97,1066.4,90.0
84261,payment_link,1,1924.01,198.3,12.0
37920,email,0,0.0,,5.0
87130,retry,0,0.0,,8.0
53848,human_escalation,0,0.0,,250.0
72098,retry,0,0.0,,8.0
71440,voice_call,0,0.0,,90.0
26333,retry,0,0.0,,8.0
76916,whatsapp,1,1463.63,235.2,18.0
77377,payment_link,1,3956.3,49.7,12.0
79280,email,1,530.97,77.1,5.0
16221,email,0,0.0,,5.0
70149,retry,0,0.0,,8.0
71579,whatsapp,1,1325.91,120.1,18.0
75534,email,1,2062.8,190.5,5.0
8393,whatsapp,0,0.0,,18.0
72669,payment_link,1,883.03,27.4,12.0
60357,payment_link,1,2375.1,52.2,12.0
83688,retry,1,2820.05,167.8,8.0
56523,human_escalation,1,1167.69,111.1,250.0
8150,whatsapp,1,1072.83,114.4,18.0
50247,retry,1,1834.66,133.3,8.0
89343,whatsapp,1,10664.93,71.1,18.0
8655,whatsapp,1,1451.91,87.1,18.0
65769,retry,1,3643.84,295.4,8.0
19302,human_escalation,1,4071.69,35.1,250.0
56584,payment_link,0,0.0,,12.0
14585,retry,1,14457.77,126.7,8.0
38484,human_escalation,0,0.0,,250.0
40866,whatsapp,1,1623.54,279.2,18.0
47699,payment_link,1,2690.34,209.4,12.0
39222,retry,1,5219.3,140.5,8.0
27977,payment_link,1,1449.11,38.5,12.0
56813,payment_link,0,0.0,,12.0
89265,human_escalation,1,1304.13,32.6,250.0
55097,payment_link,1,1067.85,303.8,12.0
89957,whatsapp,1,3412.84,129.5,18.0
36113,human_escalation,1,2725.8,118.8,250.0
72058,human_escalation,1,2958.41,69.7,250.0
5044,email,1,907.2,49.6,5.0
32419,voice_call,1,889.3,34.8,90.0
43113,retry,0,0.0,,8.0
97018,whatsapp,1,543.05,78.4,18.0
53985,retry,1,1250.55,325.1,8.0
62625,retry,1,1172.35,307.3,8.0
14,payment_link,1,1599.82,130.1,12.0
81686,email,0,0.0,,5.0
48801,whatsapp,1,547.06,9.3,18.0
94125,human_escalation,1,1624.34,225.7,250.0
37193,whatsapp,1,1019.7,238.9,18.0
26855,email,1,6414.62,121.0,5.0
8416,payment_link,1,1493.46,127.9,12.0
9282,voice_call,1,1596.79,44.0,90.0
6193,retry,1,2969.3,84.9,8.0
42729,payment_link,1,3273.28,41.0,12.0
32985,payment_link,0,0.0,,12.0
54256,email,1,7465.63,166.4,5.0
11513,voice_call,1,1210.08,27.7,90.0
72183,retry,1,1538.91,124.9,8.0
39162,payment_link,1,1299.12,148.9,12.0
73224,whatsapp,1,556.7,165.0,18.0
43176,retry,1,2770.25,333.0,8.0
5762,payment_link,1,1541.94,105.1,12.0
29353,human_escalation,1,2248.73,91.3,250.0
15648,retry,0,0.0,,8.0
33166,payment_link,0,0.0,,12.0
89556,retry,0,0.0,,8.0
99233,retry,1,1827.68,143.8,8.0
80873,payment_link,0,0.0,,12.0
73726,payment_link,0,0.0,,12.0
27596,retry,0,0.0,,8.0
72116,whatsapp,1,1367.89,49.4,18.0
88048,voice_call,1,652.46,353.3,90.0
3759,email,0,0.0,,5.0
75558,voice_call,1,1670.29,94.2,90.0
13437,voice_call,1,1865.03,183.6,90.0
54309,retry,1,2555.99,101.2,8.0
71642,voice_call,1,2933.59,188.6,90.0
56107,email,0,0.0,,5.0
8479,human_escalation,1,3148.72,74.2,250.0
13150,retry,0,0.0,,8.0
94435,retry,0,0.0,,8.0
24567,whatsapp,1,1462.1,122.9,18.0
55971,payment_link,1,5368.25,114.7,12.0
83511,payment_link,1,5184.18,58.3,12.0
25590,whatsapp,0,0.0,,18.0
41837,email,1,687.28,12.0,5.0
47693,whatsapp,1,3759.24,308.1,18.0
37307,email,1,6374.97,251.9,5.0
36398,retry,1,3709.86,71.6,8.0
55449,voice_call,0,0.0,,90.0
18557,payment_link,1,1008.03,19.7,12.0
26381,payment_link,1,2646.49,357.2,12.0
79652,payment_link,0,0.0,,12.0
84574,whatsapp,0,0.0,,18.0
35685,whatsapp,1,1201.47,274.2,18.0
50148,payment_link,1,2225.83,159.5,12.0
70147,retry,1,2170.68,152.3,8.0
81701,retry,1,814.45,74.0,8.0
91672,retry,1,2807.94,131.4,8.0
89651,retry,0,0.0,,8.0
1638,email,1,1099.46,25.5,5.0
58734,payment_link,1,2063.63,82.8,12.0
96943,voice_call,1,1893.32,165.1,90.0
86254,payment_link,1,1255.72,128.2,12.0
54055,email,0,0.0,,5.0
83258,email,0,0.0,,5.0
69429,email,1,1164.17,107.9,5.0
38565,email,0,0.0,,5.0
57645,retry,0,0.0,,8.0
9227,payment_link,0,0.0,,12.0
34725,whatsapp,1,2634.66,227.4,18.0
44453,retry,0,0.0,,8.0
55393,whatsapp,1,1067.79,92.0,18.0
93698,whatsapp,1,3043.69,164.7,18.0
5390,email,1,3936.46,40.3,5.0
40847,voice_call,1,1499.01,297.5,90.0
7768,payment_link,0,0.0,,12.0
17660,whatsapp,1,1377.39,109.9,18.0
24899,retry,1,894.75,35.1,8.0
29690,whatsapp,0,0.0,,18.0
97117,whatsapp,0,0.0,,18.0
62050,retry,1,522.83,164.4,8.0
55263,whatsapp,0,0.0,,18.0
8829,email,1,934.27,94.6,5.0
16780,voice_call,0,0.0,,90.0
36033,retry,0,0.0,,8.0
88498,human_escalation,1,2416.48,43.8,250.0
53740,whatsapp,1,1849.35,88.9,18.0
47264,voice_call,1,1947.11,167.7,90.0
85747,retry,0,0.0,,8.0
1183,whatsapp,1,319.11,483.2,18.0
61924,payment_link,1,2522.22,83.6,12.0
61354,retry,0,0.0,,8.0
18928,retry,0,0.0,,8.0
98357,payment_link,0,0.0,,12.0
22330,retry,1,1096.09,60.3,8.0
50285,retry,1,5679.23,87.4,8.0
14733,payment_link,0,0.0,,12.0
48584,email,0,0.0,,5.0
85652,whatsapp,1,2806.3,130.5,18.0
87543,retry,1,2732.14,263.1,8.0
50264,whatsapp,1,994.66,769.9,18.0
66402,retry,0,0.0,,8.0
50819,whatsapp,0,0.0,,18.0
65610,retry,1,1371.59,490.1,8.0
88762,whatsapp,1,2378.38,158.3,18.0
68422,whatsapp,1,3452.23,112.6,18.0
20353,whatsapp,1,1630.2,976.3,18.0
74626,payment_link,0,0.0,,12.0
42817,voice_call,1,2413.95,324.7,90.0
44893,retry,0,0.0,,8.0
25310,retry,1,4071.53,272.7,8.0
72506,email,1,1323.94,759.7,5.0
2316,whatsapp,1,1374.74,20.9,18.0
88285,payment_link,0,0.0,,12.0
57983,retry,0,0.0,,8.0
85272,payment_link,1,1845.43,102.8,12.0
41173,retry,0,0.0,,8.0
89907,retry,1,12004.32,307.9,8.0
3219,whatsapp,1,908.56,108.4,18.0
54106,retry,1,1840.66,175.2,8.0
7310,payment_link,0,0.0,,12.0
14519,whatsapp,1,959.7,84.0,18.0
83555,whatsapp,1,1256.34,638.7,18.0
16095,email,0,0.0,,5.0
34830,retry,0,0.0,,8.0
8989,retry,1,877.75,117.1,8.0
97150,whatsapp,1,1329.79,219.1,18.0
7873,whatsapp,1,2586.11,150.7,18.0
14663,payment_link,1,1656.8,90.2,12.0
8660,whatsapp,1,4751.45,174.5,18.0
87103,retry,0,0.0,,8.0
72681,email,1,840.8,180.3,5.0
94417,email,0,0.0,,5.0
52162,retry,0,0.0,,8.0
32168,payment_link,0,0.0,,12.0
51466,retry,1,2163.01,101.7,8.0
41,human_escalation,1,1565.6,185.2,250.0
54603,payment_link,1,1253.6,56.9,12.0
28678,retry,1,750.46,149.2,8.0
55112,voice_call,1,1138.1,103.9,90.0
38390,human_escalation,1,1657.82,109.3,250.0
19857,payment_link,1,729.73,78.8,12.0
37628,payment_link,1,3010.87,53.3,12.0
80009,whatsapp,0,0.0,,18.0
34588,retry,1,678.12,113.8,8.0
16911,voice_call,0,0.0,,90.0
92758,payment_link,1,982.8,110.4,12.0
46470,whatsapp,0,0.0,,18.0
93110,whatsapp,1,524.36,73.1,18.0
17960,retry,0,0.0,,8.0
32331,retry,0,0.0,,8.0
63877,payment_link,1,2740.11,167.1,12.0
46872,whatsapp,0,0.0,,18.0
65938,voice_call,0,0.0,,90.0
37273,voice_call,1,1745.19,122.2,90.0
59740,whatsapp,0,0.0,,18.0
31315,human_escalation,1,878.98,256.9,250.0
11871,payment_link,1,1601.04,50.2,12.0
36143,human_escalation,1,1037.29,74.1,250.0
31411,voice_call,1,5534.08,105.4,90.0
56898,whatsapp,0,0.0,,18.0
91809,payment_link,1,3153.29,186.5,12.0
9078,retry,1,573.89,40.0,8.0
95196,retry,1,4538.26,151.3,8.0
23709,voice_call,1,2289.27,79.3,90.0
37639,retry,1,1494.89,57.0,8.0
43468,retry,1,709.39,155.8,8.0
36778,retry,0,0.0,,8.0
