customer_id,customer_age,customer_since,total_purchases,total_spend,avg_order_value,purchase_frequency,subscription_status,ltv
42446,25,2026-01-05,27,53872.29,1995.27,42.88,active,437457.61
42447,48,2025-06-21,13,51111.19,3931.63,11.09,none,110865.39
42448,38,2025-10-06,28,84650.72,3023.24,31.86,none,327120.47
42449,53,2024-02-28,17,18127.95,1066.35,6.85,active,50948.59
42450,33,2021-11-24,21,52393.74,2494.94,4.43,none,85883.86
42451,34,2021-08-26,15,38857.95,2590.53,3.01,inactive,56402.1
42452,45,2024-01-22,17,42369.95,2492.35,6.58,active,111845.71
42453,31,2022-06-03,18,45889.74,2549.43,4.26,none,74546.63
42454,34,2025-01-15,18,36875.34,2048.63,11.24,none,99148.03
42455,18,2022-09-29,21,15946.56,759.36,5.39,active,28803.79
42456,48,2022-12-30,22,11680.24,530.92,6.03,active,24046.47
42457,36,2025-07-20,21,46634.49,2220.69,19.22,none,110230.09
42458,31,2021-05-26,29,101867.14,3512.66,5.53,none,145444.92
42459,40,2022-09-16,23,102378.75,4451.25,5.85,active,241988.78
42460,21,2025-09-16,25,69426.75,2777.07,26.78,none,357809.2
42461,27,2023-11-11,15,24519.9,1634.66,5.39,active,69598.03
42462,37,2026-07-20,19,200719.23,10564.17,76.0,active,2497328.32
42463,32,2025-07-31,10,21897.1,2189.71,9.41,active,91082.58
42464,36,2026-07-21,22,110624.14,5028.37,88.0,inactive,709072.58
42465,34,2023-10-24,23,29278.31,1272.97,8.12,none,51270.19
42466,38,2022-01-10,16,30662.4,1916.4,3.47,active,46520.91
42467,20,2024-05-11,20,28427.2,1421.36,8.76,active,62858.97
42468,44,2022-01-24,16,23269.28,1454.33,3.5,active,44134.18
42469,28,2021-05-19,19,13642.0,718.0,3.61,none,18872.52
42470,33,2024-07-13,11,12421.75,1129.25,5.21,active,23765.11
42471,27,2025-10-04,23,103994.96,4521.52,26.01,active,548057.95
42472,29,2024-01-19,13,13562.12,1043.24,5.01,none,27134.24
42473,34,2024-09-21,17,9757.15,573.95,8.86,none,22669.05
42474,39,2023-03-17,20,14647.0,732.35,5.82,none,24048.31
42475,40,2023-06-12,19,36831.88,1938.52,5.94,active,69010.95
42476,36,2022-11-20,20,31921.4,1596.07,5.32,none,49884.84
42477,27,2026-05-07,20,20606.0,1030.3,67.64,none,117486.0
42478,35,2024-07-28,20,78339.4,3916.97,9.66,active,237745.25
42479,34,2023-10-16,16,5036.16,314.76,5.61,active,11437.63
42480,33,2022-06-01,18,19485.18,1082.51,4.26,none,32230.74
42481,37,2023-03-16,21,21945.63,1045.03,6.11,none,32735.96
42482,21,2021-12-16,19,69602.32,3663.28,4.06,none,96329.8
42483,18,2021-02-16,17,40933.28,2407.84,3.08,inactive,55877.18
42484,43,2021-08-27,19,90461.09,4761.11,3.81,active,155893.55
42485,31,2021-03-16,17,23359.87,1374.11,3.13,inactive,38052.47
42486,36,2024-01-03,26,59724.08,2297.08,9.86,none,83405.36
42487,24,2026-01-17,15,26725.35,1781.69,25.13,none,103756.92
42488,43,2024-08-04,16,11292.0,705.75,7.8,active,34244.11
42489,35,2022-05-24,20,28377.4,1418.87,4.71,active,45643.72
42490,30,2022-12-15,21,32682.3,1556.3,5.69,active,69345.0
42491,35,2024-12-04,20,39423.2,1971.16,11.65,inactive,80025.54
42492,18,2022-11-23,21,97148.73,4626.13,5.6,active,135847.61
42493,35,2021-12-17,17,52819.17,3107.01,3.63,active,93255.9
42494,45,2024-08-01,24,25513.68,1063.07,11.66,none,57753.97
42495,35,2022-10-07,19,19485.07,1025.53,4.9,none,28274.2
42496,34,2023-06-09,24,50200.56,2091.69,7.49,none,71650.95
42497,29,2022-08-17,21,41949.39,1997.59,5.23,inactive,59233.68
42498,42,2025-10-13,19,45617.48,2400.92,22.1,active,284272.9
42499,43,2021-04-14,15,41225.4,2748.36,2.8,none,57614.95
42500,28,2024-03-26,24,25770.0,1073.75,9.96,active,62204.89
42501,35,2023-04-23,16,13184.16,824.01,4.8,inactive,21899.97
42502,34,2024-04-15,14,47849.48,3417.82,5.95,active,159113.74
42503,36,2022-11-23,23,67812.28,2948.36,6.14,active,152196.54
42504,25,2025-10-27,19,37050.57,1950.03,23.13,inactive,97826.43
42505,42,2024-03-10,29,33524.58,1156.02,11.82,inactive,82904.97
42506,37,2026-07-05,17,7643.2,449.6,68.0,active,87109.19
42507,43,2025-12-15,19,29261.52,1540.08,27.65,inactive,96009.39
42508,22,2023-10-15,19,43534.89,2291.31,6.65,active,165432.58
42509,22,2025-07-16,15,43024.05,2868.27,13.59,active,124141.34
42510,51,2023-08-18,15,22965.15,1531.01,4.98,active,64620.6
42511,42,2025-02-09,20,22767.2,1138.36,13.04,active,96404.57
42512,25,2023-08-22,20,15161.0,758.05,6.66,active,33204.42
42513,40,2021-02-04,17,48789.15,2869.95,3.06,active,108883.73
42514,28,2022-07-27,15,34774.5,2318.3,3.68,none,52211.54
42515,18,2023-04-25,23,11753.69,511.03,6.91,none,20465.78
42516,18,2025-12-10,16,28908.64,1806.79,22.83,active,149123.91
42517,32,2021-12-30,10,15973.1,1597.31,2.15,inactive,27673.85
42518,46,2025-11-12,18,79989.84,4443.88,23.15,inactive,259696.43
42519,46,2025-02-01,16,21217.44,1326.09,10.29,active,80713.08
42520,43,2021-11-05,20,19597.4,979.87,4.17,none,27993.79
42521,39,2021-02-27,18,19274.94,1070.83,3.28,none,30416.96
42522,35,2021-05-26,10,16854.4,1685.44,1.91,active,30344.37
42523,42,2021-05-31,19,40010.58,2105.82,3.63,active,72433.72
42524,18,2025-10-11,25,18899.25,755.97,28.9,inactive,69664.52
42525,41,2024-05-30,17,31821.45,1871.85,7.62,inactive,59415.68
42526,22,2022-07-13,17,21191.86,1246.58,4.13,none,32037.72
42527,24,2024-04-10,16,15496.0,968.5,6.76,none,25998.3
42528,38,2023-10-06,12,19085.28,1590.44,4.17,active,47034.16
42529,40,2023-01-29,12,52340.88,4361.74,3.37,none,71497.81
42530,27,2026-06-23,14,13688.5,977.75,56.0,active,162877.34
42531,38,2021-05-04,22,55002.64,2500.12,4.15,active,77121.47
42532,37,2021-08-10,21,49243.53,2344.93,4.17,inactive,84329.31
42533,29,2023-09-25,20,17789.2,889.46,6.87,none,26568.63
42534,33,2021-08-17,13,22619.48,1739.96,2.59,inactive,32786.99
42535,51,2022-03-31,23,47369.88,2059.56,5.23,none,64025.37
42536,29,2025-08-06,26,28828.02,1108.77,24.86,active,128376.2
42537,30,2023-11-20,15,29131.5,1942.1,5.44,none,55474.07
42538,33,2022-10-20,24,51091.68,2128.82,6.25,none,80303.42
42539,30,2022-06-28,17,13645.56,802.68,4.09,none,21858.45
42540,39,2025-11-02,20,10743.0,537.15,24.85,active,71490.71
42541,45,2024-09-09,17,69070.83,4062.99,8.71,active,147808.68
42542,30,2021-09-23,15,48237.9,3215.86,3.05,active,73814.58
42543,24,2024-02-17,26,19316.18,742.93,10.34,active,39431.73
42544,50,2022-03-04,17,11588.39,681.67,3.8,active,16961.72
42545,33,2024-06-03,15,39364.2,2624.28,6.76,none,56378.59
42546,18,2025-12-12,21,34488.51,1642.31,30.2,active,130137.18
42547,49,2025-12-17,29,38017.26,1310.94,42.54,inactive,136480.48
42548,42,2024-12-06,21,171219.72,8153.32,12.27,inactive,380394.7
42549,46,2022-04-23,18,49426.2,2745.9,4.15,none,73634.11
42550,45,2024-09-18,19,61648.35,3244.65,9.86,active,157632.85
42551,56,2023-01-25,25,55346.0,2213.84,6.99,none,100156.78
42552,23,2025-07-25,16,33851.36,2115.71,14.83,active,130590.9
42553,25,2024-09-11,18,15704.28,872.46,9.25,active,37475.41
42554,28,2023-11-28,17,45347.33,2667.49,6.22,none,97136.55
42555,27,2022-09-01,15,24961.05,1664.07,3.77,none,37378.4
42556,33,2022-10-06,15,13234.5,882.3,3.87,active,29984.05
42557,28,2022-06-18,23,72933.69,3171.03,5.5,none,153556.09
42558,21,2021-05-28,22,17447.1,793.05,4.2,inactive,25552.01
42559,24,2025-04-02,21,50244.6,2392.6,15.1,none,130532.15
42560,29,2026-02-08,20,26898.0,1344.9,37.27,none,131392.58
42561,42,2023-01-26,27,29835.27,1105.01,7.56,active,49874.43
42562,27,2021-05-16,23,23422.05,1018.35,4.36,none,33044.09
42563,39,2022-12-26,18,26617.68,1478.76,4.92,inactive,36237.28
42564,20,2025-07-05,14,18449.06,1317.79,12.35,none,36242.77
42565,18,2021-10-14,20,24891.0,1244.55,4.12,inactive,33246.1
42566,31,2022-12-23,20,31463.0,1573.15,5.46,inactive,50959.63
42567,27,2024-02-08,20,30800.4,1540.02,7.88,none,50235.86
42568,24,2024-08-05,29,66086.94,2278.86,14.16,none,120815.77
42569,23,2024-08-27,17,46881.75,2757.75,8.55,none,73596.81
42570,26,2022-07-04,24,118072.08,4919.67,5.8,active,238467.84
42571,23,2022-01-23,18,33343.74,1852.43,3.93,active,63693.36
42572,24,2025-12-25,14,12138.56,867.04,21.22,inactive,73423.63
42573,20,2023-07-07,16,23693.28,1480.83,5.11,none,43159.14
42574,18,2024-10-28,20,54148.0,2707.4,11.0,active,176458.68
42575,18,2026-05-08,15,17321.25,1154.75,51.2,none,165677.33
42576,54,2025-10-28,21,12821.55,610.55,25.65,none,47871.59
42577,31,2024-12-05,22,9622.36,437.38,12.84,none,22768.64
42578,46,2023-02-01,13,8052.85,619.45,3.66,none,15856.87
42579,30,2023-05-18,14,45652.32,3260.88,4.29,none,73697.89
42580,31,2021-06-13,23,54668.24,2376.88,4.43,active,115634.08
42581,35,2022-04-21,25,66090.5,2643.62,5.76,inactive,109145.42
42582,38,2025-03-11,19,25644.68,1349.72,13.09,active,146064.51
42583,21,2021-05-25,18,65881.44,3660.08,3.43,active,87041.63
42584,29,2025-12-06,20,27816.4,1390.82,28.1,none,95130.1
42585,35,2025-12-25,22,50367.68,2289.44,33.34,active,243700.02
42586,18,2022-08-10,19,41105.36,2163.44,4.71,active,72858.0
42587,44,2022-11-10,17,76735.28,4513.84,4.49,none,120023.64
42588,42,2025-07-12,15,28474.5,1898.3,13.46,inactive,75985.02
42589,18,2025-12-22,23,53060.54,2306.98,34.43,active,397405.8
42590,24,2022-06-05,20,17807.0,890.35,4.74,active,28867.46
42591,33,2025-02-04,15,29490.45,1966.03,9.7,none,65791.83
42592,40,2021-11-24,12,19428.6,1619.05,2.53,active,36512.85
42593,46,2021-08-29,18,31675.32,1759.74,3.61,none,44759.11
42594,26,2024-01-04,29,118973.37,4102.53,11.01,none,196003.46
42595,53,2024-01-13,19,26448.57,1392.03,7.28,none,38698.32
42596,32,2025-07-08,20,100411.2,5020.56,17.77,active,404622.75
42597,30,2025-07-27,19,44732.08,2354.32,17.7,active,215738.61
42598,37,2026-05-04,18,36142.02,2007.89,59.23,active,524998.5
42599,35,2023-04-11,23,33843.58,1471.46,6.83,active,78410.33
42600,34,2023-03-02,19,34202.47,1800.13,5.46,active,72090.64
42601,50,2025-05-14,21,26207.79,1247.99,16.46,active,76422.33
42602,34,2026-05-16,20,25330.8,1266.54,73.79,inactive,109865.73
42603,23,2024-05-22,16,27180.16,1698.76,7.1,inactive,44326.55
42604,24,2021-07-21,21,43759.38,2083.78,4.13,active,98869.1
42605,45,2025-04-23,15,39755.85,2650.39,11.25,active,189597.96
42606,38,2023-09-13,22,66867.9,3039.45,7.47,inactive,105597.74
42607,18,2023-07-07,22,41959.28,1907.24,7.03,none,69735.5
42608,18,2026-03-16,23,21676.12,942.44,52.5,active,287631.39
42609,32,2024-04-19,27,36033.66,1334.58,11.52,none,58029.6
42610,38,2023-11-12,13,96123.69,7394.13,4.68,active,222908.46
42611,26,2023-05-22,26,36318.88,1396.88,7.99,active,91889.26
42612,18,2021-11-25,18,12551.22,697.29,3.8,inactive,14623.46
42613,22,2025-07-07,19,67148.85,3534.15,16.84,active,371602.4
42614,47,2025-03-24,23,46251.39,2010.93,16.25,active,169758.32
42615,36,2026-04-13,14,22011.92,1572.28,38.74,active,176424.53
42616,41,2025-12-23,18,22149.36,1230.52,27.06,inactive,62191.63
42617,42,2023-10-18,21,42662.76,2031.56,7.38,inactive,75772.49
42618,26,2021-10-18,25,49271.0,1970.84,5.16,none,68133.58
42619,29,2023-09-23,24,69703.2,2904.3,8.23,none,134009.01
42620,30,2021-02-18,20,8649.4,432.47,3.63,active,14545.86
42621,36,2023-10-03,16,21745.12,1359.07,5.54,active,54369.29
42622,42,2022-07-12,20,65139.8,3256.99,4.86,none,103551.29
42623,49,2024-12-23,24,54718.56,2279.94,14.42,active,243204.91
42624,39,2022-07-10,17,15907.92,935.76,4.13,none,21651.56
42625,39,2021-07-20,23,22871.2,994.4,4.52,none,31148.0
42626,49,2023-08-14,19,46965.34,2471.86,6.28,none,81927.43
42627,30,2026-01-21,18,52720.02,2928.89,30.72,none,218335.43
42628,43,2025-05-18,12,34328.76,2860.73,9.49,none,91636.87
42629,37,2022-09-24,18,18998.46,1055.47,4.6,none,27830.97
42630,38,2021-08-22,17,41606.99,2447.47,3.4,none,58111.71
42631,30,2021-09-07,23,28930.32,1257.84,4.64,inactive,36668.27
42632,19,2021-12-28,19,27362.47,1440.13,4.08,inactive,39497.34
42633,35,2023-12-04,15,26995.8,1799.72,5.52,none,46626.39
42634,35,2023-12-31,27,88427.7,3275.1,10.21,none,170353.39
42635,27,2023-09-23,16,47409.28,2963.08,5.49,inactive,93873.83
42636,31,2022-09-20,18,74065.86,4114.77,4.59,inactive,94712.24
42637,24,2023-02-05,14,14908.18,1064.87,3.95,active,34581.73
42638,24,2024-11-10,24,28181.76,1174.24,13.47,none,75554.93
42639,28,2025-01-01,21,44513.91,2119.71,12.81,inactive,105628.42
42640,20,2021-04-05,16,15514.08,969.63,2.97,none,26613.81
42641,27,2024-04-14,18,56733.3,3151.85,7.64,none,110058.05
42642,38,2021-09-13,20,23520.4,1176.02,4.05,inactive,33244.16
42643,45,2022-09-28,16,26800.96,1675.06,4.1,none,44847.95
42644,51,2023-02-17,13,43647.24,3357.48,3.7,none,64471.69
42645,28,2025-04-23,20,55750.4,2787.52,15.0,none,151084.16
42646,43,2021-06-06,20,26088.2,1304.41,3.84,inactive,34838.06
42647,35,2026-04-03,22,71867.62,3266.71,56.59,active,788437.97
42648,30,2023-05-22,10,10047.4,1004.74,3.07,active,16998.35
42649,36,2023-12-02,15,24920.85,1661.39,5.51,active,53537.62
42650,42,2022-06-03,23,10715.93,465.91,5.45,active,19030.93
42651,28,2023-09-14,25,71656.25,2866.25,8.5,active,178842.39
42652,27,2021-04-24,25,106284.5,4251.38,4.69,inactive,146451.85
42653,28,2026-03-17,17,21518.6,1265.8,39.05,active,180601.82
42654,26,2022-05-07,22,52491.78,2385.99,5.12,inactive,92836.6
42655,43,2022-05-21,23,16843.36,732.32,5.4,none,27024.59
42656,25,2024-10-16,12,10833.0,902.75,6.48,active,28067.5
42657,27,2025-05-27,18,37339.38,2074.41,14.51,active,121546.18
42658,35,2021-01-19,19,36679.12,1930.48,3.4,none,59250.32
42659,34,2021-02-25,14,21518.84,1537.06,2.55,inactive,30280.27
42660,28,2023-12-25,20,26227.6,1311.38,7.52,active,79209.86
42661,47,2024-09-21,17,29608.22,1741.66,8.86,active,73935.02
42662,26,2021-08-25,20,42343.8,2117.19,4.0,none,58896.94
42663,30,2024-11-17,27,38457.72,1424.36,15.31,inactive,62733.02
42664,18,2023-03-18,22,62782.28,2853.74,6.41,active,114273.21
42665,29,2025-04-07,18,42849.72,2380.54,13.07,active,163412.67
42666,20,2023-01-29,25,13392.75,535.71,7.01,inactive,20753.32
42667,24,2023-03-06,11,32432.07,2948.37,3.17,active,55535.52
42668,18,2021-05-20,23,77177.65,3355.55,4.37,inactive,114679.2
42669,24,2024-09-15,15,41530.05,2768.67,7.75,active,140059.55
42670,31,2024-09-10,28,64249.36,2294.62,14.36,none,98314.59
42671,30,2024-03-02,19,36237.56,1907.24,7.68,inactive,58625.05
42672,28,2023-08-13,21,15819.51,753.31,6.94,none,25882.7
42673,29,2025-11-20,13,27329.12,2102.24,17.2,none,87496.8
42674,27,2024-05-06,18,27283.32,1515.74,7.84,none,41764.23
42675,32,2023-11-12,16,88942.4,5558.9,5.76,none,167878.88
42676,31,2021-05-14,24,64857.36,2702.39,4.55,active,101232.72
42677,34,2022-02-27,19,19161.31,1008.49,4.24,active,31852.5
42678,30,2026-02-01,24,198253.92,8260.58,43.18,active,1755106.09
42679,28,2025-04-22,23,32286.48,1403.76,17.21,inactive,110360.5
42680,39,2023-09-09,18,13073.22,726.29,6.09,inactive,23543.49
42681,37,2025-01-19,19,41252.42,2171.18,11.94,inactive,96442.29
42682,32,2025-03-04,17,52906.72,3112.16,11.56,active,164273.38
42683,43,2023-06-26,19,21071.0,1109.0,6.01,none,36204.42
42684,33,2023-07-01,20,31671.6,1583.58,6.36,active,58557.95
42685,31,2026-05-24,27,85328.91,3160.33,108.0,active,1092491.65
42686,31,2022-04-16,22,50406.62,2291.21,5.05,none,92873.27
42687,33,2024-06-26,14,31307.78,2236.27,6.49,none,82055.46
42688,24,2023-12-21,26,41032.68,1578.18,9.73,inactive,64530.81
42689,18,2023-07-22,25,42137.25,1685.49,8.1,active,91839.43
42690,35,2024-09-30,23,27808.84,1209.08,12.14,inactive,60818.63
42691,40,2023-04-02,12,21691.68,1807.64,3.54,inactive,30369.9
42692,23,2025-12-31,12,18580.92,1548.41,18.65,inactive,97359.87
42693,42,2021-04-20,19,39450.08,2076.32,3.56,active,57193.37
42694,18,2026-05-28,22,37158.44,1689.02,88.0,inactive,309988.58
42695,27,2022-02-21,17,23254.81,1367.93,3.78,none,31575.81
42696,47,2024-03-16,17,129512.63,7618.39,6.98,active,246300.27
42697,35,2023-12-30,16,48947.36,3059.21,6.04,none,104053.8
42698,29,2022-04-18,26,32920.68,1266.18,5.98,none,48928.43
42699,34,2022-06-07,23,39059.06,1698.22,5.46,active,83372.91
42700,43,2026-04-29,15,20827.5,1388.5,47.23,none,217117.27
42701,19,2025-02-17,17,33303.85,1959.05,11.25,none,89398.98
42702,44,2024-05-23,8,7916.64,989.58,3.55,none,12739.77
42703,28,2023-03-31,20,77522.6,3876.13,5.89,none,112385.25
42704,38,2025-02-17,23,46424.58,2018.46,15.22,none,127441.41
42705,26,2024-06-24,20,56081.8,2804.09,9.25,active,161673.13
42706,47,2026-02-09,17,7265.97,427.41,31.84,none,32222.35
42707,32,2021-11-14,11,8998.66,818.06,2.31,inactive,15368.24
42708,20,2023-09-27,21,12610.08,600.48,7.23,inactive,26226.98
42709,36,2023-08-30,19,50978.14,2683.06,6.37,none,69917.93
42710,44,2023-11-08,24,181907.52,7579.48,8.6,inactive,288005.88
42711,43,2024-01-26,22,47921.06,2178.23,8.55,none,115210.99
42712,33,2025-05-20,20,49704.8,2485.24,15.88,inactive,96516.86
42713,39,2026-02-03,26,47396.7,1822.95,47.25,inactive,341521.96
42714,28,2021-09-13,20,18302.2,915.11,4.05,none,27249.59
42715,37,2024-04-10,20,47180.4,2359.02,8.45,active,125688.21
42716,35,2026-05-15,17,33914.15,1994.95,62.09,active,401055.38
42717,18,2022-02-15,11,19048.7,1731.7,2.44,none,24873.36
42718,23,2024-11-16,19,44447.84,2339.36,10.76,inactive,86878.38
42719,34,2023-05-13,10,8649.8,864.98,3.05,none,13411.24
42720,33,2021-11-30,18,68770.26,3820.57,3.81,active,158133.49
42721,32,2021-04-11,21,33255.39,1583.59,3.91,inactive,44962.85
42722,33,2026-03-16,22,24191.2,1099.6,50.22,active,343998.39
42723,43,2025-05-19,18,63815.76,3545.32,14.26,none,136808.74
42724,35,2022-01-17,22,61889.08,2813.14,4.79,inactive,87311.49
42725,18,2022-06-09,18,57071.34,3170.63,4.28,none,85242.31
42726,50,2025-03-26,20,24846.0,1242.3,14.18,none,64762.34
42727,18,2025-08-19,15,28341.0,1889.4,14.85,active,133483.41
42728,41,2025-02-13,17,44788.03,2634.59,11.17,active,130299.4
42729,18,2021-12-08,18,27999.18,1555.51,3.82,active,41222.47
42730,45,2026-08-07,21,62433.0,2973.0,84.0,none,403839.67
42731,29,2024-12-18,23,31599.93,1373.91,13.7,inactive,88518.74
42732,35,2021-02-08,10,5205.3,520.53,1.81,active,8545.16
42733,18,2024-08-21,24,23839.92,993.33,11.98,inactive,41092.38
42734,39,2022-01-10,20,53603.2,2680.16,4.33,none,69391.76
42735,36,2023-03-10,18,73327.5,4073.75,5.21,none,97106.84
42736,38,2022-02-03,20,38711.2,1935.56,4.4,inactive,46665.45
42737,41,2024-01-02,13,77276.94,5944.38,4.93,none,140140.19
42738,34,2022-04-25,12,20919.6,1743.3,2.77,active,43514.99
42739,30,2025-04-04,20,58872.2,2943.61,14.44,inactive,134102.7
42740,25,2022-12-30,18,47246.04,2624.78,4.94,none,62897.66
42741,28,2026-06-05,17,43886.52,2581.56,68.0,none,342393.77
42742,43,2025-06-19,18,39310.92,2183.94,15.29,none,96313.23
42743,24,2024-08-20,23,89446.77,3888.99,11.46,none,175889.79
42744,18,2021-01-27,17,26423.1,1554.3,3.05,none,33883.85
42745,23,2026-07-11,19,31343.16,1649.64,76.0,none,312936.75
42746,37,2022-11-11,17,45221.19,2660.07,4.5,none,74445.76
42747,29,2024-04-07,17,44802.82,2635.46,7.15,inactive,95345.61
42748,37,2023-08-12,18,28188.72,1566.04,5.94,active,48810.52
42749,18,2026-02-12,21,51910.95,2471.95,39.95,active,177686.38
42750,18,2024-10-11,21,36953.7,1759.7,11.26,none,86880.87
42751,34,2024-06-21,23,43154.67,1876.29,10.59,active,115660.16
42752,41,2022-01-22,26,76428.04,2939.54,5.67,none,112253.9
42753,18,2021-10-22,22,74123.72,3369.26,4.55,active,127061.15
42754,37,2024-10-31,18,40636.8,2257.6,9.95,none,68620.21
42755,43,2026-01-28,20,22385.6,1119.28,35.29,none,91895.17
42756,32,2024-11-18,24,41562.48,1731.77,13.63,active,118469.72
42757,40,2024-06-03,19,89490.19,4710.01,8.56,none,200072.13
42758,34,2022-02-16,22,22215.16,1009.78,4.87,active,40420.68
42759,30,2025-05-08,20,41875.0,2093.75,15.48,none,96299.01
42760,39,2021-04-16,10,5886.0,588.6,1.87,active,9733.08
42761,49,2023-09-13,22,31926.84,1451.22,7.47,active,63271.91
42762,27,2026-03-23,20,57615.2,2880.76,47.75,none,288502.19
42763,31,2022-05-21,13,24705.33,1900.41,3.05,inactive,32159.76
42764,23,2021-06-14,22,72254.38,3284.29,4.24,active,120575.28
42765,33,2025-11-19,21,30371.25,1446.25,27.69,none,83247.22
42766,31,2025-03-09,19,13826.3,727.7,13.04,active,36869.03
42767,42,2025-09-12,13,21806.33,1677.41,13.76,active,88517.0
42768,45,2021-01-02,22,72826.38,3310.29,3.9,inactive,86632.89
42769,39,2024-03-12,15,78731.7,5248.78,6.13,inactive,119221.35
42770,41,2022-05-13,21,39598.02,1885.62,4.91,none,53460.15
42771,26,2021-03-27,18,30851.1,1713.95,3.33,none,40230.95
42772,23,2024-02-07,15,28108.95,1873.93,5.9,none,50429.0
42773,36,2024-02-27,19,46643.67,2454.93,7.64,inactive,71419.79
42774,32,2025-04-02,11,22200.42,2018.22,7.91,none,75652.5
42775,50,2022-03-14,16,29175.68,1823.48,3.6,inactive,40770.91
42776,18,2021-08-10,13,59871.5,4605.5,2.58,active,144020.48
42777,38,2021-10-28,13,23798.71,1830.67,2.7,active,34778.37
42778,37,2024-11-22,13,9648.73,742.21,7.43,active,24560.84
42779,25,2023-04-14,19,30815.34,1621.86,5.66,active,51174.53
42780,23,2023-03-31,26,27756.82,1067.57,7.65,inactive,43807.81
42781,29,2023-11-25,26,17150.9,659.65,9.48,inactive,28734.97
42782,18,2021-11-11,17,46032.6,2707.8,3.56,inactive,59138.64
42783,45,2024-01-13,23,82382.09,3581.83,8.82,none,129322.65
42784,56,2024-07-31,9,12946.23,1438.47,4.37,none,25355.1
42785,29,2024-09-29,16,23376.64,1461.04,8.43,active,97784.02
42786,26,2026-01-08,16,28723.04,1795.19,25.74,inactive,108635.43
42787,20,2023-12-16,15,22517.4,1501.16,5.58,active,51592.26
42788,22,2025-06-08,11,40821.44,3711.04,9.11,active,126117.35
42789,27,2022-10-01,16,25553.44,1597.09,4.11,none,34016.42
42790,43,2022-07-04,24,23352.0,973.0,5.8,none,44956.5
42791,61,2021-02-01,20,71603.6,3580.18,3.6,none,89065.65
42792,25,2022-08-09,24,81310.8,3387.95,5.94,inactive,120533.01
42793,24,2026-05-11,20,32980.6,1649.03,70.24,none,232343.33
42794,21,2026-01-02,23,44946.6,1954.2,36.05,active,333142.11
42795,36,2024-11-13,14,25606.7,1829.05,7.89,none,42222.47
42796,35,2025-12-24,20,36199.2,1809.96,30.19,none,150969.65
42797,33,2024-09-25,13,31902.13,2454.01,6.81,inactive,52955.8
42798,28,2025-05-06,13,29476.46,2267.42,10.02,inactive,51469.33
42799,44,2024-03-19,20,36489.0,1824.45,8.24,none,90099.37
42800,39,2026-01-21,24,25860.24,1077.51,40.96,none,130121.28
42801,38,2021-05-13,28,12832.4,458.3,5.3,active,24519.27
42802,35,2022-12-07,19,39884.42,2099.18,5.12,active,109667.24
42803,30,2025-03-14,16,25372.8,1585.8,11.09,inactive,74506.99
42804,26,2025-05-25,23,55544.31,2414.97,18.46,none,137741.52
42805,37,2025-09-08,22,41614.32,1891.56,23.02,active,309189.44
42806,36,2025-10-17,23,43173.53,1877.11,27.1,none,214758.8
42807,37,2025-10-27,16,12334.24,770.89,19.48,inactive,42877.95
42808,18,2026-04-26,23,84425.64,3670.68,70.59,inactive,691509.48
42809,35,2023-05-08,25,55671.25,2226.85,7.59,active,123812.33
42810,29,2025-03-13,19,38662.91,2034.89,13.14,none,108286.57
42811,24,2022-01-02,18,46106.28,2561.46,3.88,inactive,59459.29
42812,39,2025-06-15,14,6432.58,459.47,11.78,inactive,18739.51
42813,34,2026-04-25,14,8118.18,579.87,42.61,inactive,44770.67
42814,53,2022-12-09,13,49097.1,3776.7,3.51,inactive,82482.31
42815,36,2024-05-28,25,14219.5,568.78,11.18,inactive,31750.66
42816,29,2024-01-03,16,29793.76,1862.11,6.07,none,61307.0
42817,31,2023-07-26,13,26088.4,2006.8,4.22,inactive,52959.87
42818,21,2022-10-17,18,36128.52,2007.14,4.68,none,77725.2
42819,43,2026-01-24,22,18214.9,827.95,38.08,none,102452.22
42820,35,2024-01-10,29,63771.58,2199.02,11.08,active,149324.97
42821,35,2024-01-24,16,30283.36,1892.71,6.2,active,86103.02
42822,22,2024-11-21,26,31583.5,1214.75,14.84,inactive,70473.32
42823,39,2022-04-20,15,24538.95,1635.93,3.45,active,38397.14
42824,24,2024-06-21,13,18624.84,1432.68,5.99,active,37882.09
42825,27,2022-06-06,27,34049.43,1261.09,6.41,active,56290.89
42826,33,2022-06-01,20,50060.4,2503.02,4.73,active,77301.66
42827,27,2022-04-26,18,27918.18,1551.01,4.16,none,37314.06
42828,25,2021-02-23,22,17726.72,805.76,4.0,none,22329.86
42829,32,2026-03-18,20,17925.8,896.29,46.23,active,175708.87
42830,41,2023-04-27,14,22045.24,1574.66,4.21,inactive,31407.81
42831,40,2026-06-04,20,33616.2,1680.81,80.0,inactive,296792.06
42832,38,2021-09-05,10,44625.0,4462.5,2.01,inactive,70517.84
42833,36,2025-03-27,18,29844.0,1658.0,12.79,active,127357.74
42834,28,2025-12-26,22,37093.98,1686.09,33.48,active,333747.75
42835,42,2023-06-14,19,22794.87,1199.73,5.95,active,58655.92
42836,18,2025-08-06,11,18040.99,1640.09,10.52,none,49722.04
42837,36,2023-05-30,13,16463.98,1266.46,4.02,inactive,28445.06
42838,40,2026-03-28,13,11073.66,851.82,32.08,active,81889.84
42839,31,2022-11-12,24,76199.76,3174.99,6.35,active,121109.28
