amount,payment_method,failure_reason,customer_age,total_purchases,total_spend,avg_order_value,purchase_frequency,subscription_status,ltv,total_interactions,open_rate,click_rate,response_rate,fatigue_score,customer_tenure_days,recovered
1706.44,upi,expired_card,39.0,22,47325.96,2151.18,4.33,active,112508.43,1.0,1.0,1.0,0.0,35.0,1857,0
1157.04,upi,insufficient_funds,21.0,16,17085.28,1067.83,46.38,none,177769.12,4.0,0.75,0.5,0.0,50.0,126,1
930.64,credit_card,insufficient_funds,29.0,13,18054.4,1388.8,27.45,none,104351.42,0.0,0.0,0.0,0.0,30.0,173,1
2212.65,upi,expired_card,47.0,22,34669.58,1575.89,5.12,active,62202.62,3.0,0.0,0.0,0.0,45.0,1568,1
6533.48,credit_card,expired_card,30.0,16,45537.28,2846.08,19.68,inactive,180013.0,0.0,0.0,0.0,0.0,30.0,297,1
1824.27,upi,network_error,26.0,17,22950.68,1350.04,3.7,none,33831.97,0.0,0.0,0.0,0.0,30.0,1680,1
1782.58,net_banking,bank_decline,51.0,19,29228.27,1538.33,4.58,none,42450.47,0.0,0.0,0.0,0.0,30.0,1514,1
1376.46,upi,insufficient_funds,31.0,20,43776.6,2188.83,8.96,none,77040.13,1.0,1.0,0.0,0.0,35.0,815,1
1704.84,upi,bank_decline,18.0,25,49709.5,1988.38,5.51,active,75843.62,2.0,1.0,0.5,0.5,25.0,1657,0
526.41,net_banking,expired_card,37.0,25,21610.5,864.42,70.78,none,102520.87,1.0,1.0,1.0,0.0,35.0,129,0
1258.77,net_banking,network_error,41.0,22,14231.8,646.9,47.27,active,142930.89,0.0,0.0,0.0,0.0,30.0,170,1
1324.27,net_banking,insufficient_funds,22.0,20,36834.2,1841.71,23.72,active,192547.89,1.0,1.0,1.0,1.0,5.0,308,1
8400.06,debit_card,authentication_failed,22.0,19,91484.62,4814.98,9.24,active,381236.28,1.0,1.0,1.0,0.0,35.0,751,0
3545.86,credit_card,customer_abandoned,19.0,20,57801.8,2890.09,23.79,active,228498.78,0.0,0.0,0.0,0.0,30.0,307,0
2747.09,upi,customer_abandoned,24.0,21,48057.24,2288.44,8.41,none,67607.81,2.0,1.0,0.5,0.0,40.0,912,0
729.63,upi,authentication_failed,46.0,27,27784.89,1029.07,18.13,active,113065.0,2.0,0.0,0.0,0.0,40.0,544,1
6127.99,debit_card,authentication_failed,23.0,18,50215.5,2789.75,7.73,active,160686.02,1.0,0.0,0.0,0.0,35.0,851,1
1531.35,upi,bank_decline,38.0,12,13269.12,1105.76,15.6,active,56109.29,0.0,0.0,0.0,0.0,30.0,281,1
512.13,upi,network_error,32.0,16,20514.08,1282.13,3.33,inactive,34607.24,1.0,1.0,0.0,0.0,35.0,1753,0
1270.16,debit_card,bank_decline,43.0,21,23593.71,1123.51,3.77,active,45794.56,0.0,0.0,0.0,0.0,30.0,2033,1
3156.26,credit_card,insufficient_funds,37.0,17,38463.35,2262.55,3.95,active,96523.67,2.0,1.0,0.5,0.0,40.0,1572,1
4241.04,upi,network_error,40.0,12,37581.24,3131.77,5.26,inactive,65921.44,1.0,1.0,0.0,0.0,35.0,833,1
516.76,upi,temporary_bank_issue,31.0,24,20998.32,874.93,5.71,active,48902.12,1.0,1.0,1.0,0.0,35.0,1536,1
1820.87,upi,network_error,33.0,19,23508.7,1237.3,5.72,inactive,37004.41,0.0,0.0,0.0,0.0,30.0,1214,1
2312.05,credit_card,expired_card,19.0,15,45782.85,3052.19,9.5,inactive,91873.76,0.0,0.0,0.0,0.0,30.0,577,1
7715.24,net_banking,customer_abandoned,40.0,19,157224.43,8274.97,6.15,none,321991.7,0.0,0.0,0.0,0.0,30.0,1128,0
4154.63,debit_card,insufficient_funds,23.0,24,80143.44,3339.31,5.24,none,111046.56,1.0,0.0,0.0,0.0,35.0,1674,1
4226.4,credit_card,network_error,36.0,12,40791.72,3399.31,3.91,inactive,72283.6,0.0,0.0,0.0,0.0,30.0,1121,1
2124.45,wallet,temporary_bank_issue,32.0,11,48156.02,4377.82,9.43,none,129347.43,1.0,1.0,0.0,0.0,35.0,426,1
713.17,net_banking,temporary_bank_issue,52.0,17,24259.51,1427.03,6.88,inactive,43115.28,1.0,1.0,1.0,1.0,5.0,903,1
8476.84,net_banking,temporary_bank_issue,36.0,18,93563.28,5197.96,16.69,none,214491.45,2.0,1.0,0.5,0.0,40.0,394,0
423.97,credit_card,network_error,28.0,18,14214.24,789.68,11.47,inactive,27167.71,1.0,0.0,0.0,0.0,35.0,573,1
1854.32,upi,temporary_bank_issue,42.0,19,40010.58,2105.82,3.63,active,72433.72,2.0,1.0,0.5,0.0,40.0,1910,1
1090.15,upi,expired_card,40.0,21,28498.26,1357.06,84.0,active,774017.37,2.0,1.0,0.0,0.0,40.0,52,0
1635.8,debit_card,network_error,51.0,23,35159.18,1528.66,6.41,active,53014.9,1.0,0.0,0.0,0.0,35.0,1311,1
1340.16,upi,bank_decline,21.0,25,35275.0,1411.0,11.6,none,88266.43,0.0,0.0,0.0,0.0,30.0,787,1
644.18,upi,network_error,45.0,12,15323.64,1276.97,4.77,inactive,38353.63,1.0,0.0,0.0,0.0,35.0,919,1
834.2,credit_card,authentication_failed,41.0,23,57910.32,2517.84,7.51,active,136762.19,1.0,1.0,0.0,0.0,35.0,1118,1
2067.76,debit_card,customer_abandoned,36.0,22,30480.78,1385.49,4.49,active,55085.34,0.0,0.0,0.0,0.0,30.0,1791,1
600.36,credit_card,insufficient_funds,18.0,17,18859.8,1109.4,3.97,none,41260.12,3.0,0.6666666666666666,0.0,0.0,45.0,1565,0
3962.6,net_banking,insufficient_funds,36.0,13,38949.56,2996.12,3.01,none,56947.59,1.0,1.0,1.0,1.0,5.0,1575,1
1607.93,upi,authentication_failed,32.0,19,47129.88,2480.52,4.02,active,80074.6,1.0,1.0,1.0,0.0,35.0,1727,0
800.25,credit_card,customer_abandoned,48.0,21,31068.24,1479.44,5.19,none,43260.18,2.0,0.0,0.0,0.0,40.0,1479,0
2921.0,debit_card,temporary_bank_issue,40.0,24,54824.16,2284.34,4.81,active,110555.82,1.0,0.0,0.0,0.0,35.0,1824,1
1759.35,wallet,customer_abandoned,18.0,24,37619.04,1567.46,5.81,active,63536.01,0.0,0.0,0.0,0.0,30.0,1508,0
1212.94,upi,bank_decline,38.0,24,35812.8,1492.2,27.06,none,129409.64,0.0,0.0,0.0,0.0,30.0,324,0
13310.5,upi,customer_abandoned,26.0,21,57520.89,2739.09,23.6,none,148193.09,4.0,0.5,0.0,0.0,50.0,325,1
749.23,upi,authentication_failed,31.0,20,29204.6,1460.23,4.17,active,60547.65,0.0,0.0,0.0,0.0,30.0,1753,0
495.69,upi,network_error,30.0,15,8503.35,566.89,4.23,none,11829.73,0.0,0.0,0.0,0.0,30.0,1295,1
929.94,wallet,insufficient_funds,42.0,15,15557.1,1037.14,3.74,active,31662.91,2.0,1.0,0.5,0.5,25.0,1465,1
626.25,credit_card,insufficient_funds,44.0,12,23967.0,1997.25,48.0,none,178148.32,0.0,0.0,0.0,0.0,30.0,34,1
1071.52,net_banking,customer_abandoned,50.0,16,39389.76,2461.86,11.66,none,69030.93,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,35.0,501,1
3930.51,upi,authentication_failed,24.0,18,45895.14,2549.73,4.52,inactive,59604.89,2.0,1.0,0.0,0.0,40.0,1453,1
1795.49,credit_card,temporary_bank_issue,48.0,24,53402.4,2225.1,79.69,inactive,593017.96,1.0,1.0,0.0,0.0,35.0,110,1
3807.75,upi,insufficient_funds,33.0,22,53389.6,2426.8,12.58,none,116791.37,1.0,1.0,1.0,1.0,5.0,639,1
1853.29,upi,insufficient_funds,37.0,20,37654.6,1882.73,6.51,inactive,65029.84,0.0,0.0,0.0,0.0,30.0,1122,1
3235.99,upi,authentication_failed,18.0,18,29450.88,1636.16,4.6,none,52047.01,1.0,1.0,0.0,0.0,35.0,1429,0
843.37,upi,authentication_failed,38.0,16,20226.56,1264.16,28.79,active,265371.08,1.0,1.0,0.0,0.0,35.0,203,0
523.01,debit_card,bank_decline,45.0,21,23593.29,1123.49,5.08,inactive,50003.96,0.0,0.0,0.0,0.0,30.0,1509,1
894.82,wallet,authentication_failed,31.0,22,38788.42,1763.11,4.54,none,61320.21,4.0,0.75,0.0,0.0,50.0,1768,1
726.78,debit_card,temporary_bank_issue,53.0,17,21125.39,1242.67,4.37,none,34329.51,0.0,0.0,0.0,0.0,30.0,1420,1
431.15,upi,bank_decline,32.0,14,6430.48,459.32,4.17,inactive,10171.14,2.0,1.0,0.5,0.5,25.0,1227,0
3104.83,upi,temporary_bank_issue,31.0,21,82269.81,3917.61,5.47,active,142059.9,0.0,0.0,0.0,0.0,30.0,1402,1
828.22,upi,insufficient_funds,24.0,22,38551.92,1752.36,7.09,inactive,67002.77,1.0,0.0,0.0,0.0,35.0,1133,0
1676.17,credit_card,bank_decline,46.0,19,31437.97,1654.63,76.0,none,299279.21,0.0,0.0,0.0,0.0,30.0,17,0
4226.02,upi,bank_decline,46.0,23,53925.8,2344.6,92.0,active,889029.59,0.0,0.0,0.0,0.0,30.0,30,0
3342.45,net_banking,customer_abandoned,19.0,15,30971.1,2064.74,10.74,active,162196.89,3.0,0.3333333333333333,0.3333333333333333,0.0,45.0,510,0
2634.95,upi,customer_abandoned,31.0,20,45208.2,2260.41,4.29,none,66862.64,2.0,0.5,0.0,0.0,40.0,1701,1
1409.44,upi,network_error,45.0,12,19855.2,1654.6,5.02,none,42924.6,0.0,0.0,0.0,0.0,30.0,873,1
2385.91,debit_card,bank_decline,35.0,23,48008.13,2087.31,12.48,none,80202.14,0.0,0.0,0.0,0.0,30.0,673,1
3917.96,credit_card,expired_card,37.0,18,43415.82,2411.99,3.92,active,91907.33,1.0,1.0,0.0,0.0,35.0,1678,0
4710.16,upi,customer_abandoned,23.0,20,145437.2,7271.86,8.24,none,262692.86,2.0,0.0,0.0,0.0,40.0,886,1
2071.26,credit_card,expired_card,47.0,25,62758.25,2510.33,6.96,inactive,84691.99,0.0,0.0,0.0,0.0,30.0,1312,1
2213.47,net_banking,temporary_bank_issue,26.0,31,71336.89,2301.19,8.11,none,105668.49,1.0,0.0,0.0,0.0,35.0,1397,1
9904.89,upi,temporary_bank_issue,35.0,16,65616.0,4101.0,43.61,none,343346.43,2.0,0.5,0.0,0.0,40.0,134,0
3675.29,credit_card,authentication_failed,18.0,14,46179.7,3298.55,4.35,none,80682.97,0.0,0.0,0.0,0.0,30.0,1175,0
3275.11,credit_card,insufficient_funds,36.0,14,29989.4,2142.1,3.1,active,55548.63,0.0,0.0,0.0,0.0,30.0,1649,1
1145.94,net_banking,customer_abandoned,26.0,26,56955.08,2190.58,12.94,active,162240.17,2.0,1.0,0.0,0.0,40.0,734,0
1737.22,upi,customer_abandoned,20.0,21,81706.59,3890.79,3.83,none,105642.01,1.0,1.0,1.0,0.0,35.0,2004,1
2406.05,upi,bank_decline,39.0,24,52293.12,2178.88,7.88,active,123448.72,1.0,0.0,0.0,0.0,35.0,1112,0
945.66,credit_card,network_error,34.0,22,34594.78,1572.49,88.0,none,274237.89,0.0,0.0,0.0,0.0,30.0,72,1
1295.67,upi,expired_card,19.0,12,19267.08,1605.59,2.63,active,33128.31,0.0,0.0,0.0,0.0,30.0,1666,1
2660.57,upi,insufficient_funds,30.0,22,55804.98,2536.59,5.79,none,92472.59,2.0,0.0,0.0,0.0,40.0,1388,1
2348.63,net_banking,customer_abandoned,30.0,19,37845.72,1991.88,17.09,none,106042.22,1.0,1.0,0.0,0.0,35.0,406,1
479.67,upi,expired_card,40.0,12,5468.64,455.72,4.92,active,11359.28,0.0,0.0,0.0,0.0,30.0,890,1
6408.58,upi,authentication_failed,30.0,15,60473.7,4031.58,3.58,none,96891.91,0.0,0.0,0.0,0.0,30.0,1530,1
882.69,net_banking,insufficient_funds,24.0,13,17763.98,1366.46,3.54,none,25609.75,0.0,0.0,0.0,0.0,30.0,1340,1
1375.16,credit_card,temporary_bank_issue,24.0,16,16581.12,1036.32,3.98,none,23805.41,1.0,1.0,0.0,0.0,35.0,1467,1
2372.86,debit_card,authentication_failed,23.0,24,91205.04,3800.21,11.33,active,234101.1,0.0,0.0,0.0,0.0,30.0,774,1
1733.64,upi,network_error,18.0,17,38111.28,2241.84,3.99,inactive,56208.29,0.0,0.0,0.0,0.0,30.0,1557,1
2634.31,upi,bank_decline,20.0,18,27806.4,1544.8,19.34,inactive,66729.54,0.0,0.0,0.0,0.0,30.0,340,0
680.51,debit_card,authentication_failed,22.0,23,31599.7,1373.9,6.25,inactive,38681.86,0.0,0.0,0.0,0.0,30.0,1345,0
1529.06,upi,network_error,48.0,19,31402.82,1652.78,13.8,inactive,81328.08,0.0,0.0,0.0,0.0,30.0,503,1
1609.08,upi,network_error,23.0,15,28603.65,1906.91,9.15,none,70190.78,3.0,0.3333333333333333,0.3333333333333333,0.0,45.0,599,1
1932.65,debit_card,customer_abandoned,33.0,10,27773.5,2777.35,3.07,active,46475.48,1.0,0.0,0.0,0.0,35.0,1191,1
2697.51,debit_card,temporary_bank_issue,23.0,13,25096.11,1930.47,3.05,none,35607.06,1.0,1.0,1.0,1.0,5.0,1556,1
1512.95,upi,temporary_bank_issue,22.0,25,41093.5,1643.74,47.07,inactive,167211.52,0.0,0.0,0.0,0.0,30.0,194,1
579.98,debit_card,bank_decline,39.0,26,28721.16,1104.66,9.95,active,61676.54,1.0,0.0,0.0,0.0,35.0,954,1
1216.92,wallet,customer_abandoned,24.0,15,16015.2,1067.68,16.02,active,92991.35,0.0,0.0,0.0,0.0,30.0,342,1
1846.38,debit_card,customer_abandoned,24.0,16,18659.36,1166.21,6.12,inactive,47171.54,0.0,0.0,0.0,0.0,30.0,955,1
1518.2,credit_card,insufficient_funds,34.0,20,26771.0,1338.55,80.0,active,441917.97,0.0,0.0,0.0,0.0,30.0,65,1
702.79,upi,customer_abandoned,35.0,19,22602.78,1189.62,3.58,none,32663.47,0.0,0.0,0.0,0.0,30.0,1939,1
1202.23,wallet,bank_decline,39.0,28,26881.4,960.05,14.34,none,43084.01,0.0,0.0,0.0,0.0,30.0,713,1
3776.56,debit_card,customer_abandoned,18.0,20,59206.2,2960.31,27.57,active,302285.32,1.0,1.0,0.0,0.0,35.0,265,0
1484.8,credit_card,network_error,38.0,20,37007.2,1850.36,4.69,inactive,47590.78,2.0,1.0,0.0,0.0,40.0,1558,1
3053.64,credit_card,network_error,21.0,18,46026.54,2557.03,3.29,active,68257.64,0.0,0.0,0.0,0.0,30.0,1999,1
649.91,upi,temporary_bank_issue,23.0,18,14837.04,824.28,57.67,none,124909.61,1.0,1.0,0.0,0.0,35.0,114,1
8611.95,debit_card,network_error,28.0,16,118944.96,7434.06,2.95,inactive,147755.88,1.0,0.0,0.0,0.0,35.0,1983,0
520.06,credit_card,insufficient_funds,31.0,19,15464.86,813.94,36.33,active,118794.76,3.0,0.3333333333333333,0.0,0.0,45.0,191,0
5571.45,debit_card,insufficient_funds,33.0,18,54405.0,3022.5,3.3,none,68409.48,0.0,0.0,0.0,0.0,30.0,1995,1
970.47,debit_card,customer_abandoned,25.0,14,21432.88,1530.92,20.21,none,69600.19,1.0,1.0,1.0,0.0,35.0,253,1
1526.56,upi,temporary_bank_issue,45.0,17,30967.37,1821.61,68.0,inactive,219971.95,4.0,0.5,0.25,0.25,42.5,27,1
1042.05,debit_card,network_error,24.0,19,29198.44,1536.76,9.69,active,71233.84,2.0,0.5,0.0,0.0,40.0,716,1
1690.49,wallet,bank_decline,18.0,22,21699.92,986.36,5.45,none,29953.31,1.0,1.0,0.0,0.0,35.0,1474,1
1268.09,wallet,insufficient_funds,30.0,15,28143.0,1876.2,2.89,none,32013.55,0.0,0.0,0.0,0.0,30.0,1897,0
1738.65,credit_card,insufficient_funds,33.0,18,20349.54,1130.53,5.7,inactive,33330.37,2.0,1.0,0.5,0.0,40.0,1153,0
15534.07,upi,insufficient_funds,35.0,26,255512.4,9827.4,12.85,none,928359.14,0.0,0.0,0.0,0.0,30.0,739,1
1523.12,upi,authentication_failed,32.0,18,22588.02,1254.89,3.22,none,26216.39,0.0,0.0,0.0,0.0,30.0,2043,0
2353.74,upi,insufficient_funds,49.0,14,23923.2,1708.8,28.89,active,118388.54,1.0,1.0,1.0,0.0,35.0,177,1
3356.69,wallet,authentication_failed,33.0,14,77395.78,5528.27,24.82,none,418162.37,0.0,0.0,0.0,0.0,30.0,206,0
7314.19,upi,bank_decline,37.0,28,121058.84,4323.53,5.84,active,240769.51,1.0,0.0,0.0,0.0,35.0,1750,1
1945.39,debit_card,bank_decline,26.0,26,47007.22,1807.97,64.6,inactive,327336.53,1.0,0.0,0.0,0.0,35.0,147,0
5852.27,upi,expired_card,38.0,26,80557.1,3098.35,14.59,inactive,131861.34,1.0,1.0,0.0,0.0,35.0,651,1
3608.51,wallet,bank_decline,42.0,17,57186.47,3363.91,7.68,inactive,99278.9,1.0,1.0,0.0,0.0,35.0,809,1
4962.18,upi,insufficient_funds,44.0,16,42646.4,2665.4,3.1,active,64209.43,2.0,1.0,0.5,0.5,25.0,1888,0
2797.4,upi,network_error,37.0,18,36775.62,2043.09,21.28,active,157363.28,0.0,0.0,0.0,0.0,30.0,309,1
1460.13,net_banking,network_error,39.0,23,33597.02,1460.74,5.52,active,56520.38,0.0,0.0,0.0,0.0,30.0,1521,1
1246.84,credit_card,authentication_failed,37.0,12,19474.2,1622.85,4.27,none,36131.01,1.0,1.0,0.0,0.0,35.0,1027,0
2945.04,net_banking,temporary_bank_issue,44.0,18,53532.36,2974.02,4.67,inactive,82807.41,1.0,0.0,0.0,0.0,35.0,1407,1
1702.28,upi,customer_abandoned,19.0,25,42338.5,1693.54,4.76,none,86092.23,1.0,1.0,0.0,0.0,35.0,1917,1
1976.95,debit_card,customer_abandoned,27.0,14,44734.48,3195.32,56.0,active,852038.52,0.0,0.0,0.0,0.0,30.0,12,1
5438.87,upi,insufficient_funds,23.0,24,72960.24,3040.01,12.72,none,125676.41,1.0,1.0,0.0,0.0,35.0,689,0
989.33,upi,authentication_failed,48.0,21,27180.93,1294.33,19.03,active,106357.95,2.0,0.0,0.0,0.0,40.0,403,0
3013.42,upi,bank_decline,30.0,20,47504.0,2375.2,4.36,none,86896.08,0.0,0.0,0.0,0.0,30.0,1676,1
2908.22,credit_card,customer_abandoned,35.0,20,85817.6,4290.88,3.72,none,126777.33,1.0,1.0,0.0,0.0,35.0,1962,1
909.48,upi,authentication_failed,28.0,17,26013.74,1530.22,4.9,none,31938.53,1.0,1.0,1.0,0.0,35.0,1266,0
1533.65,upi,insufficient_funds,26.0,12,13662.0,1138.5,33.72,none,79274.02,2.0,1.0,1.0,1.0,10.0,130,1
5486.99,net_banking,customer_abandoned,24.0,15,36000.3,2400.02,7.89,inactive,54637.69,2.0,0.5,0.0,0.0,40.0,694,1
1180.58,upi,expired_card,36.0,16,14113.6,882.1,4.33,none,20278.38,1.0,1.0,0.0,0.0,35.0,1349,1
1242.1,credit_card,expired_card,18.0,16,16636.96,1039.81,3.63,active,31270.42,1.0,0.0,0.0,0.0,35.0,1610,1
1742.49,upi,expired_card,38.0,21,51441.6,2449.6,4.49,none,85707.23,2.0,1.0,0.5,0.5,25.0,1708,0
2081.28,credit_card,temporary_bank_issue,42.0,17,61969.76,3645.28,4.89,none,97079.25,4.0,0.75,0.0,0.0,50.0,1269,1
3249.81,upi,bank_decline,25.0,18,98012.52,5445.14,4.99,active,172274.19,1.0,0.0,0.0,0.0,35.0,1317,0
335.8,wallet,customer_abandoned,28.0,19,11952.52,629.08,6.84,active,32930.35,0.0,0.0,0.0,0.0,30.0,1015,1
822.15,upi,temporary_bank_issue,34.0,15,18901.35,1260.09,3.12,active,34792.96,0.0,0.0,0.0,0.0,30.0,1758,1
2192.51,wallet,authentication_failed,30.0,19,41373.64,2177.56,4.53,inactive,74578.45,2.0,0.5,0.0,0.0,40.0,1531,1
3670.09,credit_card,temporary_bank_issue,25.0,18,41158.98,2286.61,4.74,none,62858.83,0.0,0.0,0.0,0.0,30.0,1388,1
1338.39,debit_card,bank_decline,29.0,15,37092.0,2472.8,4.92,inactive,84851.91,1.0,1.0,1.0,0.0,35.0,1113,1
3489.47,upi,insufficient_funds,20.0,19,45399.17,2389.43,4.72,none,68626.84,0.0,0.0,0.0,0.0,30.0,1470,1
2550.72,upi,network_error,42.0,24,36209.28,1508.72,5.07,active,71176.86,1.0,1.0,0.0,0.0,35.0,1729,0
6328.39,credit_card,insufficient_funds,46.0,21,128051.49,6097.69,10.32,none,269643.04,2.0,1.0,0.0,0.0,40.0,743,1
1134.67,credit_card,temporary_bank_issue,18.0,18,26651.7,1480.65,19.92,none,118025.44,1.0,0.0,0.0,0.0,35.0,330,1
2488.02,upi,expired_card,46.0,17,30775.61,1810.33,24.35,inactive,123190.28,1.0,1.0,0.0,0.0,35.0,255,0
821.56,credit_card,customer_abandoned,47.0,20,16102.2,805.11,4.19,inactive,28347.62,0.0,0.0,0.0,0.0,30.0,1742,0
1904.01,net_banking,customer_abandoned,40.0,19,29761.41,1566.39,4.08,active,71897.81,0.0,0.0,0.0,0.0,30.0,1701,1
1097.54,credit_card,temporary_bank_issue,28.0,25,31724.25,1268.97,30.34,none,79840.2,0.0,0.0,0.0,0.0,30.0,301,1
4779.75,upi,bank_decline,30.0,19,45228.55,2380.45,5.96,none,69425.64,1.0,1.0,1.0,1.0,5.0,1164,1
2737.16,net_banking,customer_abandoned,56.0,18,72172.98,4009.61,3.77,active,139831.5,2.0,1.0,0.5,0.0,40.0,1746,1
888.15,net_banking,customer_abandoned,25.0,27,47937.69,1775.47,6.66,inactive,88118.76,1.0,1.0,0.0,0.0,35.0,1481,1
2041.66,upi,temporary_bank_issue,39.0,19,39778.4,2093.6,4.57,inactive,66520.27,0.0,0.0,0.0,0.0,30.0,1520,1
745.28,credit_card,authentication_failed,21.0,21,25197.9,1199.9,10.05,active,65233.12,2.0,0.5,0.0,0.0,40.0,763,0
4102.66,debit_card,customer_abandoned,18.0,15,19088.85,1272.59,4.7,inactive,30540.13,1.0,1.0,0.0,0.0,35.0,1165,1
3259.42,upi,customer_abandoned,39.0,18,95002.02,5277.89,3.42,active,136557.39,1.0,0.0,0.0,0.0,35.0,1925,1
2415.95,debit_card,bank_decline,23.0,17,38779.21,2281.13,11.48,active,194127.47,0.0,0.0,0.0,0.0,30.0,541,0
2150.18,credit_card,customer_abandoned,44.0,14,34118.56,2437.04,3.3,none,44838.85,0.0,0.0,0.0,0.0,30.0,1548,1
2373.01,credit_card,insufficient_funds,37.0,17,37378.07,2198.71,9.47,active,117785.71,2.0,0.5,0.0,0.0,40.0,656,0
3026.27,debit_card,authentication_failed,30.0,16,89227.84,5576.74,6.24,none,160666.96,0.0,0.0,0.0,0.0,30.0,936,0
1763.52,debit_card,bank_decline,41.0,25,51798.0,2071.92,6.1,none,75240.35,1.0,0.0,0.0,0.0,35.0,1496,0
823.32,upi,expired_card,21.0,9,7870.23,874.47,2.5,none,11274.42,2.0,0.5,0.5,0.5,25.0,1315,1
934.58,debit_card,bank_decline,19.0,17,29499.59,1735.27,3.55,none,57604.19,0.0,0.0,0.0,0.0,30.0,1749,1
4475.55,debit_card,customer_abandoned,18.0,21,50837.64,2420.84,71.68,inactive,601862.11,0.0,0.0,0.0,0.0,30.0,107,1
1731.94,debit_card,authentication_failed,24.0,19,62554.84,3292.36,3.47,inactive,94046.35,0.0,0.0,0.0,0.0,30.0,1998,0
794.47,upi,customer_abandoned,20.0,16,25392.48,1587.03,4.23,none,38514.7,2.0,1.0,0.5,0.5,25.0,1383,1
1453.55,net_banking,customer_abandoned,32.0,12,14591.16,1215.93,6.04,none,41638.23,4.0,0.75,0.25,0.0,50.0,726,1
4643.82,wallet,customer_abandoned,44.0,17,45921.76,2701.28,68.0,inactive,455813.75,1.0,0.0,0.0,0.0,35.0,63,0
702.02,credit_card,authentication_failed,23.0,23,20894.12,908.44,4.43,inactive,32674.11,0.0,0.0,0.0,0.0,30.0,1897,1
1283.8,credit_card,bank_decline,24.0,18,38436.84,2135.38,3.39,active,58845.22,1.0,1.0,0.0,0.0,35.0,1942,0
2215.35,credit_card,authentication_failed,34.0,21,64120.56,3053.36,16.11,active,307881.51,0.0,0.0,0.0,0.0,30.0,476,0
1869.25,net_banking,bank_decline,18.0,15,41794.95,2786.33,3.19,active,95052.6,0.0,0.0,0.0,0.0,30.0,1718,0
573.72,wallet,bank_decline,42.0,18,13975.2,776.4,5.95,none,24556.62,2.0,0.5,0.0,0.0,40.0,1105,1
907.26,upi,bank_decline,26.0,18,14988.24,832.68,5.06,none,22703.04,0.0,0.0,0.0,0.0,30.0,1300,0
1795.43,credit_card,temporary_bank_issue,25.0,20,35032.6,1751.63,9.81,none,64692.43,1.0,0.0,0.0,0.0,35.0,745,1
1447.99,credit_card,expired_card,37.0,24,38972.16,1623.84,7.91,active,86306.46,1.0,0.0,0.0,0.0,35.0,1108,1
1185.51,upi,bank_decline,20.0,14,23848.86,1703.49,10.88,none,56279.14,1.0,1.0,0.0,0.0,35.0,470,0
2992.71,upi,authentication_failed,47.0,19,41076.1,2161.9,4.31,inactive,52900.62,2.0,1.0,0.0,0.0,40.0,1612,0
2182.87,credit_card,bank_decline,30.0,22,47147.76,2143.08,88.0,none,424146.34,1.0,1.0,0.0,0.0,35.0,72,1
1505.68,credit_card,customer_abandoned,25.0,19,27964.2,1471.8,5.56,active,46363.62,0.0,0.0,0.0,0.0,30.0,1249,1
1541.54,credit_card,temporary_bank_issue,29.0,21,35999.88,1714.28,6.75,active,75487.45,1.0,0.0,0.0,0.0,35.0,1137,1
5549.29,wallet,customer_abandoned,25.0,19,64826.67,3411.93,18.26,active,229015.68,0.0,0.0,0.0,0.0,30.0,380,1
813.39,upi,temporary_bank_issue,33.0,22,16834.84,765.22,8.29,active,40974.02,0.0,0.0,0.0,0.0,30.0,969,0
2388.51,upi,temporary_bank_issue,32.0,22,31867.66,1448.53,4.45,none,47800.92,2.0,0.5,0.5,0.0,40.0,1804,1
6719.26,net_banking,authentication_failed,41.0,14,70087.78,5006.27,3.13,inactive,92145.8,2.0,1.0,0.5,0.0,40.0,1633,0
2255.0,upi,temporary_bank_issue,45.0,17,45928.05,2701.65,4.7,active,99036.02,0.0,0.0,0.0,0.0,30.0,1322,1
3187.71,upi,insufficient_funds,47.0,20,30469.8,1523.49,3.58,inactive,47502.07,0.0,0.0,0.0,0.0,30.0,2042,1
1028.69,upi,customer_abandoned,34.0,18,19980.0,1110.0,4.16,active,41477.92,2.0,1.0,0.0,0.0,40.0,1581,1
2594.0,debit_card,customer_abandoned,43.0,16,47729.28,2983.08,2.93,active,70288.04,0.0,0.0,0.0,0.0,30.0,1996,1
361.84,upi,temporary_bank_issue,47.0,23,28881.33,1255.71,8.32,none,67906.46,1.0,1.0,0.0,0.0,35.0,1010,0
1371.87,debit_card,temporary_bank_issue,24.0,18,29191.68,1621.76,17.53,active,111063.48,2.0,0.5,0.0,0.0,40.0,375,1
414.41,debit_card,network_error,37.0,15,7424.85,494.99,3.03,inactive,13087.8,0.0,0.0,0.0,0.0,30.0,1808,1
1121.94,net_banking,customer_abandoned,30.0,15,17865.9,1191.06,4.07,inactive,29931.3,0.0,0.0,0.0,0.0,30.0,1345,0
4302.96,credit_card,customer_abandoned,28.0,23,63281.74,2751.38,4.52,active,113426.88,1.0,1.0,0.0,0.0,35.0,1859,1
1316.74,upi,authentication_failed,28.0,18,22885.74,1271.43,11.89,active,64295.57,0.0,0.0,0.0,0.0,30.0,553,1
1368.73,upi,insufficient_funds,49.0,17,17110.5,1006.5,5.25,none,29536.53,1.0,1.0,1.0,0.0,35.0,1183,1
